producto,ciudad,precio_kg,var_mensual_porcentaje,periodo
Lomitos de atún en lata,Pereira,42857.0,0.0,2026-01-01
Margarina,Pereira,24800.0,0.0,2026-01-01
Panela*,Pereira,5912.0,0.05,2026-01-01
Pastas alimenticias,Pereira,6900.0,0.0,2026-01-01
Sal yodada,Pereira,1980.0,0.0,2026-01-01
Sardinas en lata,Pereira,18101.0,0.0,2026-01-01
Ahuyama,Barranquilla,1009.0,0.4,2026-02-01
Arveja verde en vaina,Barranquilla,9950.0,0.03,2026-02-01
Cebolla cabezona blanca,Barranquilla,1554.0,-4.25,2026-02-01
Cebolla junca,Barranquilla,2363.0,-5.21,2026-02-01
Fríjol verde*,Barranquilla,9890.0,-0.54,2026-02-01
Habichuela,Barranquilla,5255.0,-7.4,2026-02-01
Lechuga Batavia,Barranquilla,2955.0,-8.54,2026-02-01
Pepino cohombro,Barranquilla,3324.0,12.83,2026-02-01
Pimentón,Barranquilla,2944.0,-4.45,2026-02-01
Remolacha,Barranquilla,2691.0,2.87,2026-02-01
Repollo blanco,Barranquilla,1290.0,-11.28,2026-02-01
Tomate*,Barranquilla,3677.0,12.55,2026-02-01
Zanahoria,Barranquilla,1371.0,-2.97,2026-02-01
Aguacate papelillo,Barranquilla,11627.0,1.32,2026-02-01
Banano*,Barranquilla,1908.0,4.55,2026-02-01
Coco,Barranquilla,4994.0,17.04,2026-02-01
Guayaba pera,Barranquilla,3333.0,-2.2,2026-02-01
Lulo,Barranquilla,6447.0,2.03,2026-02-01
Mandarina*,Barranquilla,3907.0,-0.94,2026-02-01
Mango Tommy,Barranquilla,3360.0,5.73,2026-02-01
Maracuyá,Barranquilla,5960.0,25.1,2026-02-01
Mora de Castilla,Barranquilla,6948.0,15.67,2026-02-01
Naranja*,Barranquilla,2400.0,1.39,2026-02-01
Papaya*,Barranquilla,2867.0,26.47,2026-02-01
Piña gold,Barranquilla,4080.0,-1.5,2026-02-01
Tomate de árbol,Barranquilla,2877.0,2.75,2026-02-01
Papa negra*,Barranquilla,1571.0,16.37,2026-02-01
Papa criolla limpia,Barranquilla,3617.0,8.68,2026-02-01
Plátano hartón verde,Barranquilla,3491.0,4.99,2026-02-01
Yuca*,Barranquilla,2086.0,-6.12,2026-02-01
Arroz de primera,Barranquilla,3408.0,-2.24,2026-02-01
Fríjol seco*,Barranquilla,7050.0,-6.1,2026-02-01
Lenteja importada,Barranquilla,5008.0,-0.67,2026-02-01
Maíz blanco trillado,Barranquilla,2535.0,-3.72,2026-02-01
Queso costeño,Barranquilla,21500.0,-5.15,2026-02-01
"Carne de cerdo, lomo sin hueso",Barranquilla,19917.0,2.14,2026-02-01
"Carne de res, bola de pierna",Barranquilla,32000.0,7.56,2026-02-01
Pechuga de pollo,Barranquilla,13058.0,-0.26,2026-02-01
Aceite vegetal mezcla**,Barranquilla,9935.0,1.29,2026-02-01
Azúcar sulfitada,Barranquilla,2995.0,0.4,2026-02-01
Café molido,Barranquilla,55119.0,1.37,2026-02-01
Galletas saladas,Barranquilla,17525.0,0.97,2026-02-01
Harina de trigo,Barranquilla,2140.0,2.05,2026-02-01
Harina precocida de maíz,Barranquilla,2843.0,3.49,2026-02-01
Jugo instantáneo (sobre),Barranquilla,87110.0,2.03,2026-02-01
Lomitos de atún en lata,Barranquilla,41696.0,3.69,2026-02-01
Margarina,Barranquilla,19013.0,2.91,2026-02-01
Panela*,Barranquilla,6675.0,-0.15,2026-02-01
Pastas alimenticias,Barranquilla,5939.0,2.52,2026-02-01
Sal yodada,Barranquilla,2537.0,6.11,2026-02-01
Salsa de tomate doy pack,Barranquilla,19672.0,3.12,2026-02-01
Sardinas en lata,Barranquilla,13848.0,10.69,2026-02-01
Ahuyama,Bogotá,1542.0,-8.38,2026-02-01
Arveja verde en vaina,Bogotá,5580.0,28.51,2026-02-01
Cebolla cabezona blanca,Bogotá,1003.0,-9.56,2026-02-01
Cebolla junca,Bogotá,2973.0,20.71,2026-02-01
Chócolo mazorca,Bogotá,1721.0,31.68,2026-02-01
Fríjol verde*,Bogotá,5429.0,15.83,2026-02-01
Habichuela,Bogotá,3615.0,-31.22,2026-02-01
Lechuga Batavia,Bogotá,1473.0,-17.66,2026-02-01
Pepino cohombro,Bogotá,3883.0,-6.77,2026-02-01
Pimentón,Bogotá,5458.0,-0.35,2026-02-01
Remolacha,Bogotá,2165.0,0.14,2026-02-01
Tomate*,Bogotá,3790.0,15.69,2026-02-01
Zanahoria,Bogotá,1272.0,-9.59,2026-02-01
Aguacate papelillo,Bogotá,10516.0,-7.92,2026-02-01
Banano*,Bogotá,2704.0,14.87,2026-02-01
Coco,Bogotá,6548.0,-1.81,2026-02-01
Granadilla,Bogotá,9510.0,17.28,2026-02-01
Guayaba pera,Bogotá,2596.0,-2.74,2026-02-01
Limón común,Bogotá,1026.0,-14.78,2026-02-01
Lulo,Bogotá,5690.0,1.75,2026-02-01
Mandarina*,Bogotá,7049.0,103.14,2026-02-01
Mango Tommy,Bogotá,3301.0,31.78,2026-02-01
Manzana royal gala importada,Bogotá,10073.0,7.87,2026-02-01
Maracuyá,Bogotá,5620.0,29.82,2026-02-01
Mora de Castilla,Bogotá,6216.0,19.08,2026-02-01
Naranja*,Bogotá,2554.0,-7.09,2026-02-01
Papaya*,Bogotá,2154.0,19.8,2026-02-01
Piña gold,Bogotá,2722.0,3.11,2026-02-01
Tomate de árbol,Bogotá,3144.0,7.27,2026-02-01
Uva red globe nacional,Bogotá,7939.0,-14.25,2026-02-01
Arracacha*,Bogotá,3066.0,6.2,2026-02-01
Papa negra*,Bogotá,1681.0,5.19,2026-02-01
Papa criolla limpia,Bogotá,4160.0,15.72,2026-02-01
Plátano hartón verde,Bogotá,4570.0,2.42,2026-02-01
Yuca*,Bogotá,3461.0,-7.06,2026-02-01
Arroz de primera,Bogotá,2973.0,-3.1,2026-02-01
Arveja verde seca importada,Bogotá,3370.0,-3.33,2026-02-01
Fríjol seco*,Bogotá,10908.0,-2.01,2026-02-01
Garbanzo importado,Bogotá,8158.0,-8.03,2026-02-01
Lenteja importada,Bogotá,4470.0,-17.73,2026-02-01
Maíz blanco trillado,Bogotá,2206.0,-9.96,2026-02-01
Huevo tipo AA**,Bogotá,379.0,7.67,2026-02-01
Queso costeño,Bogotá,22063.0,-4.85,2026-02-01
"Carne de cerdo, lomo sin hueso",Bogotá,21313.0,-0.87,2026-02-01
"Carne de res, bola de pierna",Bogotá,31375.0,8.19,2026-02-01
Pechuga de pollo,Bogotá,17800.0,-4.88,2026-02-01
Aceite vegetal mezcla**,Bogotá,8625.0,0.49,2026-02-01
Azúcar sulfitada,Bogotá,3235.0,4.19,2026-02-01
Café molido,Bogotá,50450.0,-1.93,2026-02-01
Galletas saladas,Bogotá,17618.0,1.84,2026-02-01
Harina de trigo,Bogotá,2711.0,3.32,2026-02-01
Harina precocida de maíz,Bogotá,4307.0,2.74,2026-02-01
Jugo instantáneo (sobre),Bogotá,85094.0,-1.26,2026-02-01
Lomitos de atún en lata,Bogotá,22210.0,-25.55,2026-02-01
Margarina,Bogotá,15868.0,5.13,2026-02-01
Panela*,Bogotá,5155.0,-4.87,2026-02-01
Pastas alimenticias,Bogotá,7335.0,-0.72,2026-02-01
Sal yodada,Bogotá,2068.0,-15.49,2026-02-01
Salsa de tomate doy pack,Bogotá,17666.0,-0.35,2026-02-01
Sardinas en lata,Bogotá,17179.0,0.87,2026-02-01
Ahuyama,Bucaramanga,1282.0,-6.08,2026-02-01
Arveja verde en vaina,Bucaramanga,5161.0,52.38,2026-02-01
Cebolla cabezona blanca,Bucaramanga,1211.0,-0.9,2026-02-01
Cebolla junca,Bucaramanga,1881.0,7.12,2026-02-01
Chócolo mazorca,Bucaramanga,1912.0,16.59,2026-02-01
Fríjol verde*,Bucaramanga,5100.0,23.28,2026-02-01
Habichuela,Bucaramanga,3799.0,-24.13,2026-02-01
Lechuga Batavia,Bucaramanga,1481.0,-15.27,2026-02-01
Pepino cohombro,Bucaramanga,2142.0,-17.49,2026-02-01
Pimentón,Bucaramanga,3850.0,0.76,2026-02-01
Remolacha,Bucaramanga,2620.0,15.32,2026-02-01
Repollo blanco,Bucaramanga,808.0,18.82,2026-02-01
Tomate*,Bucaramanga,3467.0,14.69,2026-02-01
Zanahoria,Bucaramanga,1057.0,-1.49,2026-02-01
Aguacate papelillo,Bucaramanga,11137.0,2.16,2026-02-01
Banano*,Bucaramanga,2933.0,0.24,2026-02-01
Granadilla,Bucaramanga,9418.0,8.5,2026-02-01
Guayaba pera,Bucaramanga,2191.0,-13.91,2026-02-01
Limón común,Bucaramanga,1977.0,3.67,2026-02-01
Lulo,Bucaramanga,5712.0,8.12,2026-02-01
Mandarina*,Bucaramanga,4605.0,51.98,2026-02-01
Mango Tommy,Bucaramanga,3447.0,33.92,2026-02-01
Manzana royal gala importada,Bucaramanga,9071.0,1.04,2026-02-01
Maracuyá,Bucaramanga,5106.0,27.11,2026-02-01
Mora de Castilla,Bucaramanga,4867.0,18.45,2026-02-01
Naranja*,Bucaramanga,1845.0,4.83,2026-02-01
Papaya*,Bucaramanga,2200.0,5.57,2026-02-01
Piña gold,Bucaramanga,2496.0,-0.72,2026-02-01
Tomate de árbol,Bucaramanga,3143.0,9.4,2026-02-01
Uva red globe nacional,Bucaramanga,8509.0,-13.68,2026-02-01
Arracacha*,Bucaramanga,1642.0,-7.28,2026-02-01
Papa negra*,Bucaramanga,1571.0,9.02,2026-02-01
Papa criolla limpia,Bucaramanga,3156.0,40.89,2026-02-01
Plátano hartón verde,Bucaramanga,5064.0,0.98,2026-02-01
Yuca*,Bucaramanga,2748.0,-8.52,2026-02-01
Arroz de primera,Bucaramanga,3856.0,-0.62,2026-02-01
Arveja verde seca importada,Bucaramanga,3905.0,1.35,2026-02-01
Fríjol seco*,Bucaramanga,9061.0,-2.56,2026-02-01
Garbanzo importado,Bucaramanga,5925.0,-0.19,2026-02-01
Lenteja importada,Bucaramanga,5495.0,-0.25,2026-02-01
Queso costeño,Bucaramanga,24750.0,0.93,2026-02-01
Pechuga de pollo,Bucaramanga,13052.0,-5.14,2026-02-01
Azúcar sulfitada,Bucaramanga,3103.0,0.29,2026-02-01
Galletas saladas,Bucaramanga,18783.0,0.69,2026-02-01
Harina de trigo,Bucaramanga,3155.0,-0.57,2026-02-01
Harina precocida de maíz,Bucaramanga,3028.0,0.83,2026-02-01
Lomitos de atún en lata,Bucaramanga,39918.0,0.95,2026-02-01
Margarina,Bucaramanga,16400.0,0.26,2026-02-01
Panela*,Bucaramanga,5076.0,-3.46,2026-02-01
Pastas alimenticias,Bucaramanga,7172.0,0.03,2026-02-01
Sal yodada,Bucaramanga,2395.0,0.63,2026-02-01
Salsa de tomate doy pack,Bucaramanga,17543.0,0.26,2026-02-01
Sardinas en lata,Bucaramanga,17682.0,1.07,2026-02-01
Ahuyama,Cartagena,1403.0,-4.56,2026-02-01
Cebolla cabezona blanca,Cartagena,1524.0,-6.67,2026-02-01
Cebolla junca,Cartagena,2709.0,-4.34,2026-02-01
Chócolo mazorca,Cartagena,1869.0,32.08,2026-02-01
Habichuela,Cartagena,6123.0,14.41,2026-02-01
Lechuga Batavia,Cartagena,2305.0,-16.21,2026-02-01
Pepino cohombro,Cartagena,3267.0,-7.19,2026-02-01
Pimentón,Cartagena,4661.0,-1.52,2026-02-01
Remolacha,Cartagena,2709.0,0.07,2026-02-01
Repollo blanco,Cartagena,1195.0,-18.04,2026-02-01
Tomate*,Cartagena,3663.0,0.83,2026-02-01
Zanahoria,Cartagena,1424.0,-11.11,2026-02-01
Aguacate papelillo,Cartagena,12521.0,1.6,2026-02-01
Coco,Cartagena,4900.0,-3.24,2026-02-01
Guayaba pera,Cartagena,3263.0,-9.74,2026-02-01
Limón común,Cartagena,2601.0,-21.28,2026-02-01
Lulo,Cartagena,6415.0,2.43,2026-02-01
Mandarina*,Cartagena,5747.0,45.02,2026-02-01
Mango Tommy,Cartagena,4042.0,25.96,2026-02-01
Mora de Castilla,Cartagena,5815.0,15.42,2026-02-01
Naranja*,Cartagena,2021.0,,2026-02-01
Papaya*,Cartagena,2892.0,20.4,2026-02-01
Piña gold,Cartagena,3208.0,1.1,2026-02-01
Tomate de árbol,Cartagena,3473.0,4.8,2026-02-01
Uva red globe nacional,Cartagena,9056.0,-14.54,2026-02-01
Papa negra*,Cartagena,1420.0,5.03,2026-02-01
Papa criolla limpia,Cartagena,4018.0,10.63,2026-02-01
Plátano hartón verde,Cartagena,3597.0,8.47,2026-02-01
Yuca*,Cartagena,1935.0,-10.38,2026-02-01
Arroz de primera,Cartagena,3436.0,0.23,2026-02-01
Arveja verde seca importada,Cartagena,4563.0,4.3,2026-02-01
Fríjol seco*,Cartagena,7969.0,4.09,2026-02-01
Lenteja importada,Cartagena,6727.0,22.31,2026-02-01
Maíz blanco trillado,Cartagena,2821.0,-1.88,2026-02-01
Huevo tipo AA**,Cartagena,425.0,4.68,2026-02-01
Queso costeño,Cartagena,22863.0,0.77,2026-02-01
"Carne de cerdo, lomo sin hueso",Cartagena,15863.0,0.0,2026-02-01
"Carne de res, bola de pierna",Cartagena,30757.0,0.77,2026-02-01
Pechuga de pollo,Cartagena,13513.0,-2.52,2026-02-01
Aceite vegetal mezcla**,Cartagena,9815.0,-0.7,2026-02-01
Azúcar sulfitada,Cartagena,2959.0,4.15,2026-02-01
Café molido,Cartagena,51912.0,0.21,2026-02-01
Galletas saladas,Cartagena,15341.0,0.0,2026-02-01
Harina de trigo,Cartagena,2403.0,0.13,2026-02-01
Harina precocida de maíz,Cartagena,3281.0,1.61,2026-02-01
Jugo instantáneo (sobre),Cartagena,80625.0,-1.53,2026-02-01
Panela*,Cartagena,4941.0,0.84,2026-02-01
Pastas alimenticias,Cartagena,6500.0,1.29,2026-02-01
Sal yodada,Cartagena,1062.0,24.94,2026-02-01
Salsa de tomate doy pack,Cartagena,18403.0,2.22,2026-02-01
Sardinas en lata,Cartagena,11054.0,2.73,2026-02-01
Ahuyama,Cali,1192.0,6.91,2026-02-01
Arveja verde en vaina,Cali,4685.0,47.0,2026-02-01
Cebolla cabezona blanca,Cali,1362.0,1.34,2026-02-01
Cebolla junca,Cali,2849.0,13.78,2026-02-01
Chócolo mazorca,Cali,1936.0,54.76,2026-02-01
Fríjol verde*,Cali,4231.0,13.07,2026-02-01
Habichuela,Cali,4446.0,-9.84,2026-02-01
Lechuga Batavia,Cali,831.0,-30.11,2026-02-01
Pepino cohombro,Cali,2273.0,-13.71,2026-02-01
Pimentón,Cali,3564.0,6.04,2026-02-01
Remolacha,Cali,2709.0,8.32,2026-02-01
Repollo blanco,Cali,2709.0,8.32,2026-02-01
Tomate*,Cali,4021.0,14.95,2026-02-01
Zanahoria,Cali,1641.0,-7.08,2026-02-01
Aguacate papelillo,Cali,11368.0,3.54,2026-02-01
Banano*,Cali,2358.0,17.31,2026-02-01
Coco,Cali,4566.0,-0.48,2026-02-01
Granadilla,Cali,8639.0,16.48,2026-02-01
Guayaba pera,Cali,1859.0,23.19,2026-02-01
Limón común,Cali,1314.0,-7.01,2026-02-01
Lulo,Cali,4600.0,2.22,2026-02-01
Mandarina*,Cali,5211.0,5.23,2026-02-01
Mango Tommy,Cali,3138.0,23.49,2026-02-01
Manzana royal gala importada,Cali,9360.0,5.49,2026-02-01
Maracuyá,Cali,4964.0,21.58,2026-02-01
Mora de Castilla,Cali,4971.0,-3.4,2026-02-01
Naranja*,Cali,1727.0,-23.58,2026-02-01
Papaya*,Cali,2652.0,16.42,2026-02-01
Piña gold,Cali,2734.0,-5.27,2026-02-01
Tomate de árbol,Cali,2792.0,6.04,2026-02-01
Uva red globe nacional,Cali,7260.0,-22.16,2026-02-01
Arracacha*,Cali,2872.0,5.86,2026-02-01
Papa negra*,Cali,1559.0,3.66,2026-02-01
Papa criolla limpia,Cali,2386.0,1.1,2026-02-01
Plátano hartón verde,Cali,2649.0,10.65,2026-02-01
Yuca*,Cali,2439.0,-7.65,2026-02-01
Arroz de primera,Cali,3482.0,-1.02,2026-02-01
Arveja verde seca importada,Cali,4507.0,-0.73,2026-02-01
Fríjol seco*,Cali,7650.0,2.0,2026-02-01
Lenteja importada,Cali,5117.0,6.6,2026-02-01
Maíz blanco trillado,Cali,2533.0,0.0,2026-02-01
Huevo tipo AA**,Cali,446.0,0.0,2026-02-01
Queso costeño,Cali,24417.0,-8.15,2026-02-01
"Carne de cerdo, lomo sin hueso",Cali,26700.0,0.3,2026-02-01
"Carne de res, bola de pierna",Cali,38363.0,1.47,2026-02-01
Pechuga de pollo,Cali,16250.0,0.46,2026-02-01
Aceite vegetal mezcla**,Cali,12749.0,1.05,2026-02-01
Azúcar sulfitada,Cali,3155.0,-0.22,2026-02-01
Café molido,Cali,50267.0,-0.98,2026-02-01
Galletas saladas,Cali,19533.0,-1.07,2026-02-01
Harina de trigo,Cali,4443.0,-0.54,2026-02-01
Harina precocida de maíz,Cali,4619.0,-4.68,2026-02-01
Jugo instantáneo (sobre),Cali,92917.0,0.45,2026-02-01
Lomitos de atún en lata,Cali,24203.0,-7.06,2026-02-01
Margarina,Cali,29767.0,-0.22,2026-02-01
Panela*,Cali,7340.0,2.41,2026-02-01
Pastas alimenticias,Cali,8333.0,1.7,2026-02-01
Sal yodada,Cali,2500.0,-3.85,2026-02-01
Salsa de tomate doy pack,Cali,21586.0,-5.81,2026-02-01
Sardinas en lata,Cali,14257.0,-4.64,2026-02-01
Ahuyama,Cúcuta,1801.0,-4.35,2026-02-01
Arveja verde en vaina,Cúcuta,5963.0,19.91,2026-02-01
Cebolla cabezona blanca,Cúcuta,1026.0,-12.01,2026-02-01
Cebolla junca,Cúcuta,1718.0,-4.82,2026-02-01
Chócolo mazorca,Cúcuta,2178.0,5.22,2026-02-01
Fríjol verde*,Cúcuta,5923.0,11.84,2026-02-01
Habichuela,Cúcuta,4757.0,-1.02,2026-02-01
Lechuga Batavia,Cúcuta,1745.0,-8.88,2026-02-01
Pepino cohombro,Cúcuta,2640.0,-7.69,2026-02-01
Pimentón,Cúcuta,4096.0,20.4,2026-02-01
Remolacha,Cúcuta,2605.0,35.47,2026-02-01
Repollo blanco,Cúcuta,2605.0,35.47,2026-02-01
Tomate*,Cúcuta,3085.0,8.47,2026-02-01
Zanahoria,Cúcuta,1206.0,2.81,2026-02-01
Aguacate papelillo,Cúcuta,11940.0,,2026-02-01
Banano*,Cúcuta,3193.0,2.6,2026-02-01
Granadilla,Cúcuta,8936.0,0.24,2026-02-01
Guayaba pera,Cúcuta,2967.0,-11.41,2026-02-01
Limón común,Cúcuta,3366.0,-13.14,2026-02-01
Lulo,Cúcuta,6861.0,5.2,2026-02-01
Mandarina*,Cúcuta,4150.0,20.82,2026-02-01
Mango Tommy,Cúcuta,3238.0,17.45,2026-02-01
Manzana royal gala importada,Cúcuta,9042.0,1.44,2026-02-01
Maracuyá,Cúcuta,4790.0,1.96,2026-02-01
Mora de Castilla,Cúcuta,5388.0,12.25,2026-02-01
Naranja*,Cúcuta,1991.0,9.64,2026-02-01
Papaya*,Cúcuta,2794.0,4.1,2026-02-01
Piña gold,Cúcuta,2991.0,0.27,2026-02-01
Tomate de árbol,Cúcuta,3460.0,21.28,2026-02-01
Arracacha*,Cúcuta,1804.0,-4.9,2026-02-01
Papa negra*,Cúcuta,1115.0,7.52,2026-02-01
Papa criolla limpia,Cúcuta,2802.0,32.29,2026-02-01
Plátano hartón verde,Cúcuta,4480.0,-3.22,2026-02-01
Yuca*,Cúcuta,2557.0,-2.63,2026-02-01
Arroz de primera,Cúcuta,3582.0,0.28,2026-02-01
Arveja verde seca importada,Cúcuta,3478.0,-1.83,2026-02-01
Fríjol seco*,Cúcuta,7233.0,-5.35,2026-02-01
Garbanzo importado,Cúcuta,6167.0,8.67,2026-02-01
Lenteja importada,Cúcuta,5329.0,4.53,2026-02-01
Maíz blanco trillado,Cúcuta,2547.0,-1.28,2026-02-01
Huevo tipo AA**,Cúcuta,383.0,8.5,2026-02-01
Queso costeño,Cúcuta,24958.0,-4.2,2026-02-01
"Carne de cerdo, lomo sin hueso",Cúcuta,19000.0,0.66,2026-02-01
"Carne de res, bola de pierna",Cúcuta,29583.0,1.72,2026-02-01
Pechuga de pollo,Cúcuta,14923.0,4.73,2026-02-01
Café molido,Cúcuta,53927.0,-0.42,2026-02-01
Galletas saladas,Cúcuta,18090.0,-0.47,2026-02-01
Harina de trigo,Cúcuta,3171.0,-1.8,2026-02-01
Harina precocida de maíz,Cúcuta,2663.0,0.95,2026-02-01
Jugo instantáneo (sobre),Cúcuta,71500.0,-3.05,2026-02-01
Lomitos de atún en lata,Cúcuta,38046.0,-1.51,2026-02-01
Margarina,Cúcuta,19329.0,2.25,2026-02-01
Panela*,Cúcuta,6930.0,-2.28,2026-02-01
Pastas alimenticias,Cúcuta,3021.0,-0.23,2026-02-01
Sal yodada,Cúcuta,2327.0,2.96,2026-02-01
Salsa de tomate doy pack,Cúcuta,21455.0,-1.12,2026-02-01
Sardinas en lata,Cúcuta,17500.0,0.33,2026-02-01
Ahuyama,Medellín,1119.0,-1.32,2026-02-01
Arveja verde en vaina,Medellín,4569.0,30.54,2026-02-01
Cebolla cabezona blanca,Medellín,1263.0,-8.08,2026-02-01
Cebolla junca,Medellín,3874.0,4.84,2026-02-01
Chócolo mazorca,Medellín,1781.0,-5.27,2026-02-01
Fríjol verde*,Medellín,3738.0,8.79,2026-02-01
Habichuela,Medellín,4053.0,23.12,2026-02-01
Lechuga Batavia,Medellín,1072.0,-19.52,2026-02-01
Pepino cohombro,Medellín,2426.0,-16.49,2026-02-01
Pimentón,Medellín,3657.0,-0.57,2026-02-01
Remolacha,Medellín,2122.0,-7.17,2026-02-01
Repollo blanco,Medellín,490.0,-29.9,2026-02-01
Tomate*,Medellín,4115.0,17.17,2026-02-01
Zanahoria,Medellín,664.0,-1.63,2026-02-01
Aguacate papelillo,Medellín,10387.0,9.92,2026-02-01
Banano*,Medellín,1853.0,14.95,2026-02-01
Coco,Medellín,6860.0,-10.36,2026-02-01
Granadilla,Medellín,5122.0,5.43,2026-02-01
Guayaba pera,Medellín,2173.0,-20.66,2026-02-01
Limón común,Medellín,1176.0,-17.88,2026-02-01
Lulo,Medellín,4901.0,10.18,2026-02-01
Mandarina*,Medellín,8521.0,9.98,2026-02-01
Mango Tommy,Medellín,2985.0,24.84,2026-02-01
Manzana royal gala importada,Medellín,9426.0,4.9,2026-02-01
Maracuyá,Medellín,4201.0,7.09,2026-02-01
Mora de Castilla,Medellín,3881.0,-7.31,2026-02-01
Naranja*,Medellín,2727.0,-5.93,2026-02-01
Papaya*,Medellín,3838.0,5.73,2026-02-01
Piña gold,Medellín,3335.0,-12.95,2026-02-01
Tomate de árbol,Medellín,2646.0,11.08,2026-02-01
Uva red globe nacional,Medellín,7151.0,-21.53,2026-02-01
Arracacha*,Medellín,1610.0,-1.04,2026-02-01
Papa negra*,Medellín,2083.0,14.89,2026-02-01
Papa criolla limpia,Medellín,3145.0,13.25,2026-02-01
Plátano hartón verde,Medellín,2551.0,17.07,2026-02-01
Yuca*,Medellín,2846.0,,2026-02-01
Arroz de primera,Medellín,3561.0,-0.28,2026-02-01
Arveja verde seca importada,Medellín,3706.0,-0.91,2026-02-01
Fríjol seco*,Medellín,10825.0,-8.11,2026-02-01
Garbanzo importado,Medellín,5246.0,2.9,2026-02-01
Lenteja importada,Medellín,4812.0,1.84,2026-02-01
Maíz blanco trillado,Medellín,2250.0,4.02,2026-02-01
Huevo tipo AA**,Medellín,445.0,3.73,2026-02-01
Queso costeño,Medellín,27075.0,-15.57,2026-02-01
"Carne de cerdo, lomo sin hueso",Medellín,24638.0,4.78,2026-02-01
"Carne de res, bola de pierna",Medellín,37763.0,-0.84,2026-02-01
Pechuga de pollo,Medellín,16400.0,1.39,2026-02-01
Aceite vegetal mezcla**,Medellín,8743.0,2.07,2026-02-01
Azúcar sulfitada,Medellín,3136.0,5.7,2026-02-01
Café molido,Medellín,46793.0,-0.13,2026-02-01
Galletas saladas,Medellín,16868.0,1.53,2026-02-01
Harina de trigo,Medellín,4134.0,0.93,2026-02-01
Jugo instantáneo (sobre),Medellín,84594.0,-1.28,2026-02-01
Lomitos de atún en lata,Medellín,33547.0,1.77,2026-02-01
Margarina,Medellín,15103.0,5.39,2026-02-01
Panela*,Medellín,5980.0,1.94,2026-02-01
Pastas alimenticias,Medellín,7463.0,0.97,2026-02-01
Sal yodada,Medellín,2579.0,-3.05,2026-02-01
Salsa de tomate doy pack,Medellín,22490.0,4.59,2026-02-01
Sardinas en lata,Medellín,17588.0,1.1,2026-02-01
Ahuyama,Pereira,1691.0,1.99,2026-02-01
Arveja verde en vaina,Pereira,5340.0,18.27,2026-02-01
Cebolla cabezona blanca,Pereira,1370.0,-9.27,2026-02-01
Cebolla junca,Pereira,2044.0,-7.22,2026-02-01
Fríjol verde*,Pereira,5294.0,4.19,2026-02-01
Habichuela,Pereira,4710.0,-2.83,2026-02-01
Lechuga Batavia,Pereira,1941.0,-9.97,2026-02-01
Pepino cohombro,Pereira,3500.0,7.83,2026-02-01
Pimentón,Pereira,4096.0,-6.91,2026-02-01
Remolacha,Pereira,3012.0,2.45,2026-02-01
Repollo blanco,Pereira,1332.0,17.36,2026-02-01
Tomate*,Pereira,4133.0,5.41,2026-02-01
Zanahoria,Pereira,1497.0,-6.03,2026-02-01
Aguacate papelillo,Pereira,11271.0,18.9,2026-02-01
Banano*,Pereira,1926.0,6.59,2026-02-01
Coco,Pereira,4993.0,-7.28,2026-02-01
Granadilla,Pereira,8722.0,15.05,2026-02-01
Guayaba pera,Pereira,2321.0,-6.71,2026-02-01
Limón común,Pereira,2544.0,-7.49,2026-02-01
Lulo,Pereira,4640.0,7.13,2026-02-01
Mandarina*,Pereira,5440.0,15.38,2026-02-01
Mango Tommy,Pereira,3392.0,14.67,2026-02-01
Manzana royal gala importada,Pereira,8410.0,2.81,2026-02-01
Maracuyá,Pereira,4675.0,11.98,2026-02-01
Mora de Castilla,Pereira,5313.0,11.13,2026-02-01
Naranja*,Pereira,2167.0,-12.12,2026-02-01
Papaya*,Pereira,2913.0,13.48,2026-02-01
Piña gold,Pereira,3992.0,-14.76,2026-02-01
Tomate de árbol,Pereira,2958.0,6.75,2026-02-01
Uva red globe nacional,Pereira,7417.0,-13.89,2026-02-01
Arracacha*,Pereira,2365.0,-5.02,2026-02-01
Papa negra*,Pereira,1633.0,8.15,2026-02-01
Papa criolla limpia,Pereira,3269.0,12.88,2026-02-01
Plátano hartón verde,Pereira,2333.0,12.0,2026-02-01
Yuca*,Pereira,2738.0,-9.58,2026-02-01
Arroz de primera,Pereira,3746.0,0.35,2026-02-01
Arveja verde seca importada,Pereira,3870.0,1.04,2026-02-01
Fríjol seco*,Pereira,12250.0,0.82,2026-02-01
Garbanzo importado,Pereira,6655.0,0.0,2026-02-01
Lenteja importada,Pereira,5885.0,0.0,2026-02-01
Maíz blanco trillado,Pereira,2915.0,1.22,2026-02-01
Huevo tipo AA**,Pereira,433.0,0.0,2026-02-01
"Carne de cerdo, lomo sin hueso",Pereira,23500.0,0.0,2026-02-01
"Carne de res, bola de pierna",Pereira,35000.0,3.32,2026-02-01
Aceite vegetal mezcla**,Pereira,10051.0,0.0,2026-02-01
Café molido,Pereira,55930.0,-1.31,2026-02-01
Galletas saladas,Pereira,19314.0,4.53,2026-02-01
Harina de trigo,Pereira,4006.0,4.81,2026-02-01
Harina precocida de maíz,Pereira,4165.0,6.69,2026-02-01
Lomitos de atún en lata,Pereira,46567.0,8.66,2026-02-01
Margarina,Pereira,24800.0,0.0,2026-02-01
Panela*,Pereira,6099.0,3.16,2026-02-01
Pastas alimenticias,Pereira,7940.0,15.07,2026-02-01
Sal yodada,Pereira,2072.0,4.65,2026-02-01
